name,chinese_rating,chinese_count,all_rating,all_count,lat,lng,zip,neighborhood,borough,city,state,is_flushing,place_id
Yoan's Garden,4.555555556,9,4.2,535,40.5657426,-74.3061838,8830,Iselin,,Woodbridge Township,NJ,FALSE,ChIJf_kfeCy0w4kR4GXQX3tysMI
Peking,4.5,2,4.2,106,40.8492791,-73.9047258,10457,West Bronx,The Bronx,,NY,FALSE,ChIJJ-3NlG70wokRPl1_AjLe6_M
Yummy Yummy Chinese Kitchen,4.5,2,4.2,238,40.8171921,-73.862477,10473,Clason Point,The Bronx,,NY,FALSE,ChIJP34Xf9_0wokR3xMRMZsVsSg
Annie 88 Express,4.5,4,4.2,180,40.6678909,-73.9508701,11225,Crown Heights,Brooklyn,,NY,FALSE,ChIJC03U4HZbwokRdFdzHzHxE40
China Garden,4.5,6,4.2,288,40.5643975,-74.2570663,7064,Port Reading,,Woodbridge Township,NJ,FALSE,ChIJP0czxPi0w4kRDv85hc--S58
New Tung Hing,4.5,6,4.2,152,40.6450019,-74.0144492,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJxzWcxbNawokRpRvvymA3DFc
Pecking House Chinatown,4.5,28,4.2,151,40.7132824,-73.9934821,10002,,Manhattan,New York,NY,FALSE,ChIJiUcz7kBbwokRJnrAWfLcqtk
Lichee Nut（荔园）,4.487804878,41,4.2,682,40.6941905,-73.9928049,11201,Brooklyn Heights,Brooklyn,,NY,FALSE,ChIJ9UUL8UhawokR7RPs6qUQEvM
Zen,4.46875,32,4.2,371,40.7203823,-73.8094425,11366,Fresh Meadows,Queens,,NY,TRUE,ChIJmVfrK_BgwokRDpOX7jzTHvE
Yasaiya,4.442622951,122,4.2,602,40.7700776,-73.7362671,11362,Little Neck,Queens,,NY,TRUE,ChIJIfhramaJwokRkTvJcqN6m9Q
New King Wok,4.428571429,7,4.2,165,40.8065188,-73.9497979,10027,,Manhattan,New York,NY,FALSE,ChIJKXMHUBL2wokR4BM_bLkpxdc
Pearl East,4.421052632,19,4.2,576,40.7914679,-73.7022187,11030,,,Manhasset,NY,FALSE,ChIJL2dM3qqJwokR10QuQ6_TZp4
New Great Wall,4.416666667,12,4.2,109,40.742796,-73.895083,11377,Flushing,Queens,,NY,FALSE,ChIJAwkUAQJfwokRT20FmlG8Wvc
Peking Empire,4.409090909,22,4.2,206,40.7642484,-73.8255404,11354,Flushing,Queens,,NY,TRUE,ChIJj9cdNBpgwokRSeTgxMlUMtk
Lady Chow Kitchen,4.401785714,112,4.2,423,40.7178933,-73.9967649,10013,,Manhattan,New York,NY,FALSE,ChIJTaspD4pZwokR7j1duSP59gY
Malala Chinese,4.387096774,31,4.2,344,40.7629663,-73.9133542,11103,Astoria,Queens,,NY,FALSE,ChIJ393ronVfwokRXCUrPTI_PYc
New Peking Kitchen,4.384615385,13,4.2,173,40.7494392,-73.8883581,11372,Jackson Heights,Queens,,NY,FALSE,ChIJXeHULahfwokRsAcs-EDV-Lo
Spy C Cuisine,4.378378378,37,4.2,329,40.7191843,-73.8424495,11375,Forest Hills,Queens,,NY,FALSE,ChIJG4hi4rdfwokRbKEyxvZU40c
698 Cafe 新東溢豐,4.371428571,140,4.2,288,40.7594624,-73.8320321,11354,Flushing,Queens,,NY,TRUE,ChIJP5WZg5thwokRXy0TR5B0D74
老廣牛杂18大道总店 Cantonese Beef Delights 🇨🇳,4.353846154,65,4.2,115,40.6146245,-73.9944177,11204,Bensonhurst,Brooklyn,,NY,FALSE,ChIJCyQ7CgBFwokRooVvefw30bQ
Sweet Wonton House,4.342857143,70,4.2,261,40.7713386,-73.7351922,11362,Little Neck,Queens,,NY,TRUE,ChIJJ1PaT-mJwokR07VDVZXAExo
Lao Ke Le Shanghai Cuisine Restaurant - Soup Dumplings Dim Sum Wonton,4.337837838,74,4.2,226,40.7593046,-73.8291343,11354,Flushing,Queens,,NY,TRUE,ChIJZwX3DNthwokRizCzfKQyhw4
Broadway China Station,4.333333333,6,4.2,130,40.7617379,-73.925847,11106,Astoria,Queens,,NY,FALSE,ChIJ_acaSDdfwokRdcr5G78vjqI
Island Garden,4.333333333,9,4.2,229,40.6101885,-74.0634963,10305,Rosebank,Staten Island,,NY,FALSE,ChIJcZW_sKdPwokRxv3v3YYUie0
Grill Master,4.321428571,84,4.2,168,,,,,,,,,ChIJB2yLpddhwokRnKxPx05ZPUA
Sing Choi Kee 星财记,4.315789474,114,4.2,315,40.7599397,-73.8342029,11354,Flushing,Queens,,NY,TRUE,ChIJk_VHweBhwokRI_dP7onOUSg
Hand Pull Noodle & Dumplings House,4.308823529,68,4.2,343,40.614992,-73.9941803,11204,Bensonhurst,Brooklyn,,NY,FALSE,ChIJea0z2xlFwokR3-ADlptVfwM
Ming Xing BBQ,4.26,100,4.2,352,40.7639759,-73.8317342,11354,Flushing,Queens,,NY,TRUE,ChIJs1ThaAVgwokRD0HbDCok50Y
Oriental Plaza,4.25,8,4.2,734,40.6032067,-74.1625635,10314,Bulls Head,Staten Island,,NY,FALSE,ChIJYaf-nF1MwokR3YoqbPAlJUA
Hong Kong Gourmet 避風塘,4.242424242,66,4.2,144,40.7645158,-73.8224987,11354,Flushing,Queens,,NY,TRUE,ChIJmWzPcDthwokR38aKpsyV6cs
Noodle Village,4.239263804,326,4.2,1954,40.7162331,-73.9979722,10013,,Manhattan,New York,NY,FALSE,ChIJk31a6yZawokRCP9vIx0Us18
Dun Huang Beef Noodles 敦煌兰州拉面,4.224489796,49,4.2,137,40.6052305,-73.9973964,11214,Bensonhurst,Brooklyn,,NY,FALSE,ChIJG4rSDEdFwokRPWrevWTiFr8
NB Wing Wong,4.217391304,23,4.2,125,40.7155779,-73.9968052,10013,,Manhattan,New York,NY,FALSE,ChIJq7KFj79bwokRbKshg3MaTLY
Yummy Noodle House,4.208695652,115,4.2,485,40.7666165,-73.7896239,11358,Flushing,Queens,,NY,TRUE,ChIJz__1TsphwokR0jywVu1dqOM
D & B Chinese Double,4.2,5,4.2,255,40.6458155,-74.0862039,10301,Mid Island,Staten Island,,NY,FALSE,ChIJI1psKy9OwokR3u9N5nv48yA
King Wah Fusion,4.2,5,4.2,202,40.7719874,-73.9258162,11102,Astoria,Queens,,NY,FALSE,ChIJ7_XiAUZfwokReelyn8V4nAY
Zhong Jie,4.198113208,106,4.2,186,40.7385683,-73.9819994,10010,,Manhattan,New York,NY,FALSE,ChIJV3YZBbRZwokRx4FzhQYOlIE
Yin Ji Chang Fen,4.196850394,254,4.2,888,40.7158068,-73.9992975,10013,,Manhattan,New York,NY,FALSE,ChIJzSF9rgxbwokRLQ3lClIdYH8
DimSum Seafood Restaurant,4.196825397,315,4.2,1610,40.5816196,-74.2843104,7001,Avenel,,Woodbridge Township,NJ,FALSE,ChIJmRUzT2q0w4kRiiUJpOOhryI
Hunan Slurp,4.193548387,186,4.2,468,40.7266937,-73.9856429,10009,,Manhattan,New York,NY,FALSE,ChIJ__-7Jp1ZwokRqMtG8dflABo
Ollie’s To Go: Upper West Side,4.166666667,12,4.2,445,40.7904714,-73.9751574,10024,,Manhattan,New York,NY,FALSE,ChIJpw8VhYZYwokRAqf_-P2PXvU
Ollie’s To Go: Upper East Side,4.166666667,24,4.2,392,40.77201,-73.955404,10075,,Manhattan,New York,NY,FALSE,ChIJFRm_st5ZwokR8Qu2MRuky0M
Land of Plenty,4.133333333,75,4.2,530,40.7605629,-73.966608,10022,,Manhattan,New York,NY,FALSE,ChIJ3ST_yOVYwokRvxy2GCoawXw
Taiwanese Gourmet,4.127090301,299,4.2,1070,40.7398374,-73.8787719,11373,Elmhurst,Queens,,NY,FALSE,ChIJw_Q_yFJewokRxYROzhYEorI
Jin Jin Hong Kong Cafe,4.123893805,113,4.2,643,40.6205055,-73.9890978,11204,Bensonhurst,Brooklyn,,NY,FALSE,ChIJNTq51yNFwokRtdAsSDNH5ig
New York Ban Jum 뉴욕반점,4.12,25,4.2,199,40.7491582,-73.7552094,11364,Oakland Gardens,Queens,,NY,TRUE,ChIJPcKYCcVhwokR7DKmMt4LkSQ
Bites of Xi'an 56,4.112068966,116,4.2,446,40.7632803,-73.9771015,10019,,Manhattan,New York,NY,FALSE,ChIJG4r6wUZZwokRxhGWJHwBDYA
King Hing,4.111111111,9,4.2,106,40.8522462,-73.8290185,10461,Pelham Bay,The Bronx,,NY,FALSE,ChIJte0X8qeMwokRyGDoj2tYFB8
Yozi 游子老鸭粉丝汤,4.106666667,150,4.2,300,40.6363504,-74.0083446,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJoT5gmiJFwokRc7m6FhmNGDA
Kaieteur Restaurant & Sports Bar,4.1,10,4.2,1304,40.6995812,-73.830993,11418,Jamaica,Queens,,NY,FALSE,ChIJDfWAEK5gwokRp0ZvtVkBrDc
Beijing Dumpling,4.095238095,21,4.2,206,40.7155617,-73.8335235,11375,Forest Hills,Queens,,NY,FALSE,ChIJNVKXOpthwokRMUDuOOSvh9U
Asian Jewels,4.073217726,519,4.2,2995,40.7591397,-73.8333631,11354,Flushing,Queens,,NY,TRUE,ChIJ2aw2iQ5gwokRDiwmsI9YhnE
Edo,4.0625,16,4.2,335,40.6062822,-73.9615235,11223,Gravesend,Brooklyn,,NY,FALSE,ChIJJaj_4uxEwokRNO-qxGTKjz0
Wu's Wonton King,4.008333333,240,4.2,1626,40.7138317,-73.989964,10002,,Manhattan,New York,NY,FALSE,ChIJT5GkdilawokRy9yB3jEG_3Q
Emperor House,4,2,4.2,162,40.6292263,-74.1147276,10310,West Brighton,Staten Island,,NY,FALSE,ChIJbZzCm3FOwokRFTqwxa1Hs7k
Halal Musa Chinese Food,4,2,4.2,394,40.8338046,-73.8568872,10472,Parkchester,The Bronx,,NY,FALSE,ChIJ_____8b0wokRgHqY9GrcNEA
Fei Ma,4,4,4.2,126,40.7250928,-73.9844116,10009,,Manhattan,New York,NY,FALSE,ChIJ8_ABuIJZwokRTfeuXS6WZ7c
Han Dynasty Long Island City,4,23,4.2,119,40.7457665,-73.9447535,11101,Long Island City,Queens,,NY,FALSE,ChIJM0NdDQtZwokRay142BXkRQg
Supreme Restaurant,3.979591837,196,4.2,1965,40.717267,-73.997234,10013,,Manhattan,New York,NY,FALSE,ChIJHT2IhidawokR29hLR-IQb8k
218 Restaurant,3.9375,32,4.2,201,40.718997,-73.995823,10013,,Manhattan,New York,NY,FALSE,ChIJY6y3bohZwokR0wAvTPRvLAM
Hwa Yuan Szechuan,3.933333333,150,4.2,1116,40.7137682,-73.9960242,10002,,Manhattan,New York,NY,FALSE,ChIJDS02PiZawokRUHmiu65dXy0
New Restaurant On 58 St.,3.918367347,49,4.2,119,40.6369444,-74.0086111,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJvXsgW0pFwokR8DY_0rPHyec
Downtown Yummy,3.911764706,34,4.2,112,40.7133942,-73.9961443,10002,,Manhattan,New York,NY,FALSE,ChIJIzUb3nNbwokRcRAN3fn__dU
Yip's Food Court,3.846153846,39,4.2,389,40.7048052,-74.0124081,10004,,Manhattan,New York,NY,FALSE,ChIJIe6J_xNawokRsRUSeXqPsdQ
"Evergreen On 38 - 绿杨村:best,Sichuan food,Dim sum,party,banquet hall,family restaurant/dinner,Midtown,nyc,曼哈顿中城 川菜 上海菜 宴会厅 婚宴",3.827586207,58,4.2,602,40.7504216,-73.9819758,10016,,Manhattan,New York,NY,FALSE,ChIJqVQEsABZwokRe05WcVpIuFc
Xi'an Famous Foods 西安名吃 | Main St. Flushing,3.826484018,219,4.2,969,40.7578699,-73.8296542,11355,Flushing,Queens,,NY,TRUE,ChIJmTxuAhJgwokRZ8YGImWwpO0
Legend Chicken,3.755102041,49,4.2,187,40.7587356,-73.8310286,11354,Flushing,Queens,,NY,TRUE,ChIJp2VF9uFhwokRwBipgHsdYeo
Dragon Sea,3.75,4,4.2,239,40.8481185,-73.8885196,10457,West Bronx,The Bronx,,NY,FALSE,ChIJ02j6K4j0wokR9LJ6NCvaWzo
Fried Dumpling,3.707865169,89,4.2,1174,40.7145546,-73.9992711,10013,,Manhattan,New York,NY,FALSE,ChIJPX34wSZawokRtqaBPGpIaYI
Peking Duck House,3.7,70,4.2,673,40.7570192,-73.9681074,10022,,Manhattan,New York,NY,FALSE,ChIJPQ1UmeNYwokRJ2mMjQeUL_I
Miyako Sushi,3.6875,16,4.2,325,40.7911378,-73.9727503,10025,,Manhattan,New York,NY,FALSE,ChIJg0Bl54JYwokR8k8qF8pW-eI
East Season Restaurant,3.681818182,22,4.2,166,40.7180214,-74.0003918,10013,,Manhattan,New York,NY,FALSE,ChIJCa2f-CdbwokRStbtb0yExpk
Great Wall,3.666666667,3,4.2,181,40.773987,-74.0206652,7086,,,Weehawken Township,NJ,FALSE,ChIJVwck7CRYwokR9IfS0PfCmu0
Hunts Point Chinese Restaurant,3.666666667,3,4.2,210,40.8197136,-73.8930893,10459,Woodstock,The Bronx,,NY,FALSE,ChIJFX52Eqv1wokRe7o7gpQgwiY
Rose Flower,3.666666667,3,4.2,146,40.8679951,-73.8838318,10458,West Bronx,The Bronx,,NY,FALSE,ChIJF92mknnzwokRnc-oNTkFOTw
Pacific Moon,3.666666667,3,4.2,154,40.7511789,-73.9027363,11377,Woodside,Queens,,NY,FALSE,ChIJy2dQ4hpfwokRKhXWJdPXgRU
Ten Full,3.666666667,6,4.2,259,40.7400957,-73.9251559,11104,Sunnyside,Queens,,NY,FALSE,ChIJQd_aj9BewokRmAp7aXdxmpM
Hop Kee Restaurant,3.637362637,91,4.2,1471,40.7144074,-73.9990328,10013,,Manhattan,New York,NY,FALSE,ChIJTVG07iZawokR6lRX9rV0puI
Kung Fu Little Steamed Buns Ramen,3.598130841,107,4.2,778,40.7592053,-73.9695124,10022,,Manhattan,New York,NY,FALSE,ChIJC8BYk-RYwokR6opRG65OAUM
Hutong New York,3.450549451,182,4.2,1263,40.7613255,-73.9675399,10022,,Manhattan,New York,NY,FALSE,ChIJweMOgwxZwokRm_BlZ1YAiZc
Jade Island,3.428571429,21,4.2,929,40.5759757,-74.1682357,10314,New Springville,Staten Island,,NY,FALSE,ChIJb4WRHYNLwokR465vNzRW3OM
Sanmiwago,3.407407407,27,4.2,151,40.7171726,-73.9972861,10013,,Manhattan,New York,NY,FALSE,ChIJPQzGrSlbwokRlYllmOT6BY4
Good Friend Woo,3.4,5,4.2,126,40.6380388,-73.8960465,11236,Canarsie,Brooklyn,,NY,FALSE,ChIJ6eWq7ttcwokRxs-XQHnIePA
Makoto Asian Cuisine,3.344827586,29,4.2,802,40.5802914,-74.2936065,7001,Avenel,,Woodbridge Township,NJ,FALSE,ChIJS042BD60w4kR1lVgmOEPL2I
J.J. Garden,3.25,12,4.2,430,40.7593379,-73.8923351,11370,East Elmhurst,Queens,,NY,FALSE,ChIJQbBWD5hfwokRvwiFxiQgPkQ
King's Wok 🇨🇳,3,4,4.2,125,40.6725846,-73.9541042,11216,Crown Heights,Brooklyn,,NY,FALSE,ChIJSQqXD55bwokRtz92dst8itc
Golden Dynasty Restaurant,3,11,4.2,179,40.614802,-73.9808057,11204,Mapleton,Brooklyn,,NY,FALSE,ChIJNbpEQ-BEwokRdlNMRGinEyk
China Star,2.8,5,4.2,253,40.67376,-74.230181,7083,,,Union,NJ,FALSE,ChIJd8vs01mtw4kRUL4an1gwmL8
Glatt Family Express,2.75,4,4.2,536,40.6310438,-73.9761052,11218,Kensington,Brooklyn,,NY,FALSE,ChIJMXst5NNEwokRZ9Z880cO9wk
SOYSAUCE Kosher Chinese Takeout,2.6,5,4.2,230,40.7325828,-73.8252557,11367,Flushing,Queens,,NY,TRUE,ChIJDxfRFWJgwokR0Rv2HVFpcmQ
New King Garden,2.333333333,3,4.2,116,40.6879664,-73.8335077,11419,South Richmond Hill,Queens,,NY,FALSE,ChIJm1QbdVFnwokRJ9-bFb2L_No
Panda,2,1,4.2,145,40.8545445,-73.8640658,10462,East Bronx,The Bronx,,NY,FALSE,ChIJ6YZPNqD0wokRXjZBYvA8kFg
Sun Fung,2,4,4.2,131,40.8387524,-73.9183596,10452,Mount Eden,The Bronx,,NY,FALSE,ChIJeeoH4zv0wokRGj00vTQq6ms
Food Bo Garden,5,1,4.1,128,40.8208156,-73.8964644,10459,Woodstock,The Bronx,,NY,FALSE,ChIJ8XyOxqz1wokROLSVBvjahmw
Kam Heung Kitchen,5,1,4.1,128,40.5198873,-74.2674281,8861,,,Perth Amboy,NJ,FALSE,ChIJc1NJUYC1w4kReW7COZCBKGU
China Wok,5,1,4.1,157,40.8442308,-73.8456013,10461,Westchester Square,The Bronx,,NY,FALSE,ChIJZ_5ciK30wokR3ApkWDPpBpQ
Xing Wang,5,2,4.1,113,40.6974224,-73.9362841,11206,Bedford-Stuyvesant,Brooklyn,,NY,FALSE,ChIJgVC-3vdbwokRGFAERflCZxo
Xinglung,5,2,4.1,115,40.8888276,-73.8311278,10466,East Bronx,The Bronx,,NY,FALSE,ChIJGys0ndeMwokRi8zYPHu3eqw
Fortune Glatt Kosher Chinese Take Out,5,2,4.1,286,40.727027,-73.787172,11366,Fresh Meadows,Queens,,NY,TRUE,ChIJo0fUYQdhwokRfZQyc0casKA
Golden Chopstick,5,3,4.1,142,40.6718517,-73.9573338,11238,Crown Heights,Brooklyn,,NY,FALSE,ChIJT_DEenVbwokR_BEVCWamyYM
China tastes美味,5,3,4.1,171,40.6694369,-73.8957711,11207,East New York,Brooklyn,,NY,FALSE,ChIJt8inX1FcwokRzSezNkQZwnQ
Good Taste Restaurant,5,3,4.1,161,40.8223982,-73.8966694,10459,Foxhurst,The Bronx,,NY,FALSE,ChIJ6dtmMVP0wokRk4tlm3FH71M
City Island Chinese Restaurant,5,3,4.1,117,40.8401249,-73.7835785,10464,City Island,The Bronx,,NY,FALSE,ChIJpZB_B4aLwokRPv7vDm55Dqg
New Asian Cuisine,5,3,4.1,128,40.7393143,-73.9205437,11377,Woodside,Queens,,NY,FALSE,ChIJuV9gpdtewokRvt2MMZL9AiI
Francesca Chinese Restaurant,5,4,4.1,141,40.7680421,-74.0324027,7087,,,Union City,NJ,FALSE,ChIJ_7YSI4dXwokR2buVo3DHA7g
New Sunrise,5,4,4.1,178,40.6517812,-74.1280479,7002,Constable Hook,,Bayonne,NJ,FALSE,ChIJp7ELIfxNwokR5yJvSlEbxqw
Linden Garden Chinese Restaurant,5,4,4.1,202,40.6277866,-74.2713739,7036,,,Linden,NJ,FALSE,ChIJ0xqqT6-zw4kRTYBdivjJ_E0
Golden Chef,5,4,4.1,137,40.845033,-73.830601,10461,Pelham Bay,The Bronx,,NY,FALSE,ChIJi7FK8D6LwokRuGuu5w_kmGY
Lucky Star,5,6,4.1,167,40.6959975,-73.7471203,11412,St. Albans,Queens,,NY,FALSE,ChIJG99VBeJjwokRjYi3fYcx1FQ
Islander Taste Chinese Restaurant,5,16,4.1,133,40.542817,-74.2077981,10309,Rossville,Staten Island,,NY,FALSE,ChIJ-5JB69BKwokRpZuLSvmT_7Q
Great Wall,4.916666667,12,4.1,170,40.7237598,-73.8478741,11375,Forest Hills,Queens,,NY,FALSE,ChIJBWJBLplgwokRH5EO12m6DQs
Tsing Garden Chinese Restaurant,4.833333333,6,4.1,114,40.7893051,-74.0062795,7093,,,West New York,NJ,FALSE,ChIJmZ8pONJZwokRtOxSSuEZfLI
Chef Hong Kitchen,4.777777778,9,4.1,249,40.638093,-74.0776009,10301,Mid Island,Staten Island,,NY,FALSE,ChIJIfy3zzJOwokR40r7r8pJH_4
Ming Feng Chinese Restaurant,4.75,4,4.1,199,40.6071869,-74.2885931,7065,,,Rahway,NJ,FALSE,ChIJ4wPjLXyzw4kRTnc36C5fY7s
Mr. Wonton,4.727272727,11,4.1,349,40.6751414,-73.9748113,11217,Park Slope,Brooklyn,,NY,FALSE,ChIJH7zK0KlbwokRHWLKv6UFSv0
Lucky,4.7,10,4.1,148,40.7366739,-73.8961703,11377,Woodside,Queens,,NY,FALSE,ChIJA_wUqw9fwokRZ9jkOaZVymM
Wing Wah,4.666666667,6,4.1,121,40.7108912,-73.8542427,11375,Forest Hills,Queens,,NY,FALSE,ChIJpev2ohBewokRKKsmdOzARgQ
Quality Chef,4.666666667,6,4.1,262,40.8468319,-73.8491428,10461,Morris Park,The Bronx,,NY,FALSE,ChIJu26fYa70wokRiCscOiAk2X8
Big Chef,4.666666667,12,4.1,112,40.6049549,-73.9420074,11229,,Brooklyn,,NY,FALSE,ChIJd5KhBqFEwokRclv26G0T8d4
Hunan Delight Matsuya,4.555555556,9,4.1,164,40.770708,-73.9512514,10075,,Manhattan,New York,NY,FALSE,ChIJUQbig7hYwokRBTZ09V_SqQY
Secret Kitchen 粤精彩,4.510638298,47,4.1,144,40.7398367,-73.7886365,11365,Fresh Meadows,Queens,,NY,TRUE,ChIJLZAGVQphwokRxJnprxJMuOQ
China 1,4.5,2,4.1,211,40.6431414,-74.0163672,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJETF88bJawokRyTaTCGy3xkA
China Moon,4.5,4,4.1,258,40.6638251,-73.9242659,11212,East Flatbush,Brooklyn,,NY,FALSE,ChIJ8VykH4ZcwokRM2GB3cecM0E
Mandarin House,4.5,4,4.1,134,40.6256834,-74.1433789,10302,Port Richmond,Staten Island,,NY,FALSE,ChIJjbDIFMlNwokR9OrJwubr5mg
China Delight,4.5,4,4.1,104,40.7522241,-73.8680212,11368,Flushing,Queens,,NY,TRUE,ChIJa7Aw3bhfwokRtIJvGEK4wbk
Dynasty Chinese Restaurant,4.5,6,4.1,273,40.6298023,-73.9440244,11210,Flatlands,Brooklyn,,NY,FALSE,ChIJTcDbwqxEwokRbTIhgeMff-4
Lin's Gourmet,4.5,10,4.1,137,40.7598909,-73.9651595,10022,,Manhattan,New York,NY,FALSE,ChIJIbvwjLNZwokRMpi4uSuoH8I
Hong Kong,4.444444444,9,4.1,142,40.8505833,-73.8517898,10461,Morris Park,The Bronx,,NY,FALSE,ChIJeTdpxaj0wokRh1sWrfRhFTE
China Royal,4.44,25,4.1,140,40.6249548,-73.9994603,11219,Dyker Heights,Brooklyn,,NY,FALSE,ChIJoa8C7DtFwokR5cme40iPDnQ
New China Wok,4.428571429,7,4.1,219,40.6826486,-73.9792262,11217,Park Slope,Brooklyn,,NY,FALSE,ChIJgWvrTaxbwokRgGuzbWnpNBI
Ming Wong,4.377777778,90,4.1,728,40.7160447,-73.9984563,10013,,Manhattan,New York,NY,FALSE,ChIJ9R6AffdbwokR3-t7ot8fQQs
Lee Xing,4.333333333,6,4.1,141,40.8518604,-73.8299051,10461,Pelham Bay,The Bronx,,NY,FALSE,ChIJEebd_qeMwokR5A74ggTnI2k
The Bund,4.315789474,38,4.1,368,40.7263309,-73.8531147,11375,Forest Hills,Queens,,NY,FALSE,ChIJOR8-USVewokRK-xZXUMDvU4
China King,4.285714286,7,4.1,305,40.729016,-73.737279,11428,Queens Village,Queens,,NY,FALSE,ChIJRTdR7C9iwokRAcwsCOHitrk
Golden Palace,4.283018868,53,4.1,140,40.7544252,-73.8361955,11355,Flushing,Queens,,NY,TRUE,ChIJhbQcCbxhwokR266xJ8vsUsY
Mabu,4.25862069,232,4.1,574,40.7147002,-73.9980305,10013,,Manhattan,New York,NY,FALSE,ChIJK6q6oFpbwokRSW29icJ0GRE
Mr Q's,4.25,4,4.1,349,40.8557802,-73.8558213,10461,Morris Park,The Bronx,,NY,FALSE,ChIJsQHucFjzwokRFbvO6OH6UUI
China Town Restaurant,4.230769231,13,4.1,295,40.5654314,-74.288089,7095,Woodbridge,,Woodbridge Township,NJ,FALSE,ChIJt16w6Em0w4kR55IxCaXvzQg
CAREYOU FOUNDATION INC (Used to Amitabha Vegan),4.230769231,26,4.1,296,40.7329098,-73.7946333,11365,Fresh Meadows,Queens,,NY,TRUE,ChIJf9qmH-1hwokRhrlPy3DihhM
New Kam Lai,4.222222222,9,4.1,106,40.7868302,-73.9758761,10024,,Manhattan,New York,NY,FALSE,ChIJV7vh3o5ZwokR-QOKS1kQgOw
China Garden,4.222222222,9,4.1,116,40.6931668,-73.9282245,11221,Bushwick,Brooklyn,,NY,FALSE,ChIJlatwnA5cwokRoYvKeTEkUW4
NEW YUEWONG RESTAURANT 裕旺大饭店,4.215686275,102,4.1,695,40.7154669,-73.9977704,10013,,Manhattan,New York,NY,FALSE,ChIJFyQ2zaFbwokR3lxdERjAmUQ
Silky Kitchen,4.214285714,42,4.1,131,40.7527403,-73.9332004,11101,Long Island City,Queens,,NY,FALSE,ChIJeTSAWKBfwokRp9fZeB4xPEo
Legend 72,4.213114754,61,4.1,345,40.7779625,-73.9797078,10023,,Manhattan,New York,NY,FALSE,ChIJn6XYtYtYwokRbCbRTfDlXMQ
New Li Hing,4.2,5,4.1,104,40.596867,-73.972825,11223,Gravesend,Brooklyn,,NY,FALSE,ChIJ5eA1R_hEwokRTMgwpBr921E
Ozen Sushi Asian Fusion,4.2,10,4.1,293,40.794962,-73.970037,10025,,Manhattan,New York,NY,FALSE,ChIJb5N7zCf2wokRE6kxhGJaJ0Y
Cafe 48 & Restaurant,4.166666667,60,4.1,213,40.7554435,-73.7689078,11364,Bayside,Queens,,NY,TRUE,ChIJ0YTct-dhwokRwWqpEZ6IEIU
3 Times,4.166666667,60,4.1,426,40.7328629,-73.9910491,10003,,Manhattan,New York,NY,FALSE,ChIJ-aKp37hZwokRHX7Mbyn4Yb8
Happy Hot Hunan,4.154639175,97,4.1,403,40.8013559,-73.9647057,10025,,Manhattan,New York,NY,FALSE,ChIJGW74UCP2wokRiwLDAGMTwdk
Twin Lin's Garden,4.142857143,7,4.1,115,40.6574278,-74.0014846,11232,Sunset Park,Brooklyn,,NY,FALSE,ChIJd7RjksFawokRB045XyqKou8
New Arping,4.142857143,63,4.1,127,40.7140177,-73.9953761,10002,,Manhattan,New York,NY,FALSE,ChIJR7DpJCZawokR4is6gJL3UmI
Grain House 尚禾坊,4.133333333,45,4.1,189,40.8000977,-73.9657474,10025,,Manhattan,New York,NY,FALSE,ChIJVVUZgyT2wokRn-wwz_4ndYQ
Nuan Xin Rice Roll,4.130434783,46,4.1,128,40.635849,-74.008811,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJUVxCMEpFwokRamH0w6GUmz8
YAO Modern Cantonese Cuisine 富瑤,4.120879121,91,4.1,222,40.707218,-74.006522,10038,,Manhattan,New York,NY,FALSE,ChIJsS17BwBbwokRvfA6RxIST9o
Cafe Hong Kong,4.116666667,120,4.1,508,40.7152111,-73.9975389,10013,,Manhattan,New York,NY,FALSE,ChIJ6ZjSHCdawokRCKiVXvK41ak
Duck Wong,4.100719424,139,4.1,381,40.6002288,-73.9903719,11214,,Brooklyn,,NY,FALSE,ChIJhbWIHwdFwokROBA-HmRpxf4
Henan Feng Wei,4.078431373,102,4.1,240,40.759021,-73.8284962,11355,Flushing,Queens,,NY,TRUE,ChIJj_AZvhFgwokRvh7oLaggI9Q
New China,4.076923077,13,4.1,113,40.630108,-74.004721,11219,Dyker Heights,Brooklyn,,NY,FALSE,ChIJldC-jjdFwokRviSlhT9plx4
Uncle Ted's Modern Chinese Cuisine,4.076923077,26,4.1,467,40.7312884,-73.9943083,10003,,Manhattan,New York,NY,FALSE,ChIJDUkb8pFZwokRwOesf2bPdCo
Four Four South Village,4.069892473,186,4.1,551,40.7599854,-73.832663,11354,Flushing,Queens,,NY,TRUE,ChIJcU3r6cJhwokRhbFA84CoGbM
Yunnan Rice Noodle House,4.061403509,114,4.1,573,40.7152205,-73.9976579,10013,,Manhattan,New York,NY,FALSE,ChIJ61xsAEVbwokRS6GWvuAq5U0
August Gatherings富瑤,4.060790274,329,4.1,1010,40.7178552,-73.9954279,10013,,Manhattan,New York,NY,FALSE,ChIJw-APBYpZwokR-HVAJYOK8iY
