CAMIS,INSPECTION DATE,DBA,BORO,STREET,ZIPCODE,CUISINE,SCORE,GRADE,INSPECTION_TYPE,n_violations,n_critical
50098546,2025-04-14,YUN NAN FLAVOUR GARDEN,Brooklyn,8 AVENUE,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,4,2
50099190,2022-05-19,CHINA COCINA,Queens,ROOSEVELT AVENUE,11368.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50099402,2026-07-14,A MIX 47,Brooklyn,AVENUE N,11234.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50099645,2024-04-17,NEW YORK NOODLE KING (#22),Queens,ROOSEVELT AVENUE,11354.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50100007,2025-05-01,WU LIANG YE,Manhattan,WEST   48 STREET,10036.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50100093,2025-08-21,YIN JI CHANG FEN,Manhattan,BAYARD STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,4,0
50100321,2023-03-22,DOUBLE DELIGHT ASIAN,Brooklyn,17 AVENUE,11214.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50100321,2025-09-30,DOUBLE DELIGHT ASIAN,Brooklyn,17 AVENUE,11214.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50101054,2024-06-26,CAMELLIA FAMILY,Queens,COLLEGE POINT BLVD,11355.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50101068,2025-06-12,JOE'S SHANGHAI RESTAURANT,Manhattan,BOWERY,10013.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50101330,2024-10-02,TONII'S RICE NOODLE,Manhattan,BAYARD STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50101627,2025-11-13,KING DRAGON,Bronx,EAST MOUNT EDEN AVENUE,10452.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50101878,2023-03-28,DIM SUM PALACE,Manhattan,WEST   56 STREET,10019.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50101935,2026-03-05,NEW DAI HING RESTAURANT,Queens,JAMAICA AVENUE,11432.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50102013,2024-12-06,CHINA DRAGON,Brooklyn,18 AVENUE,11218.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50102138,2023-05-15,NEW ZHONG HAN MIAN SHI (STE #30),Queens,ROOSEVELT AVENUE,11354.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50102402,2022-03-31,ZAO MEN QIAN,Queens,KISSENA BOULEVARD,11355.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,1
50102435,2024-08-28,DIM SUM CHELSEA,Manhattan,8 AVENUE,10011.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50102541,2023-03-28,BAO BAO,Manhattan,WEST   39 STREET,10018.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50102634,2023-02-15,MR. ZENG KITCHEN,Queens,LIBERTY AVENUE,11419.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50102634,2026-01-28,MR. ZENG KITCHEN,Queens,LIBERTY AVENUE,11419.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50102738,2024-06-04,G &L CAJUN GRILL,Queens,160 STREET,11432.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50103050,2024-09-20,KAI YING CHINESE RESTAURANT,Queens,COLLEGE POINT BOULEVARD,11356.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50103050,2026-02-10,KAI YING CHINESE RESTAURANT,Queens,COLLEGE POINT BOULEVARD,11356.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50103577,2023-08-24,PEKING GARDEN,Brooklyn,WILSON AVENUE,11221.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50104255,2024-12-18,WO HOP NEXT DOOR,Manhattan,MOTT STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50104855,2025-09-16,NEW CHINA FRESH,Queens,METROPOLITAN AVENUE,11415.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50105249,2022-10-26,YUAN BAO 55,Brooklyn,55 STREET,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50105294,2024-06-13,NEW NO PORK HALAL KITCHEN,Brooklyn,4 AVENUE,11217.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50105383,2024-01-03,19 EMPIRE RESTAURANT,Bronx,KNOLLS CRESCENT,10463.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50105383,2025-05-23,19 EMPIRE RESTAURANT,Bronx,KNOLLS CRESCENT,10463.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50105567,2025-07-03,NO.1 RESTAURANT,Queens,NORTHERN BOULEVARD,11368.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50105892,2026-05-02,TIAN FU CUISINE,Queens,ROOSEVELT AVENUE,11354.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50106343,2023-04-25,SUPREME RESTAURANT,Manhattan,MOTT STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50106343,2024-10-22,SUPREME RESTAURANT,Manhattan,MOTT STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50106382,2023-03-28,ELLIE'S CHINESE RESTAURANT,Manhattan,2 AVENUE,10028.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50106382,2025-01-13,ELLIE'S CHINESE RESTAURANT,Manhattan,2 AVENUE,10028.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,4,0
50106405,2024-02-23,CHINA CHALET,Staten Island,AMBOY ROAD,10312.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50106489,2023-01-12,BITES OF XI'AN,Manhattan,EAST   10 STREET,10003.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50106688,2026-01-28,KEZHANG,Queens,KISSENA BOULEVARD,11355.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50106738,2025-10-30,ZHENGZHOU NOODLES INC,Queens,41 AVENUE,11355.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50107082,2025-04-01,XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,BEDFORD AVENUE,11216.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50107116,2024-03-11,HAPPY GARDEN,Brooklyn,3 AVENUE,11209.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50107203,2024-05-06,XING WANG NO.1,Bronx,WEST BURNSIDE AVENUE,10453.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,2
50107203,2026-07-09,XING WANG NO.1,Bronx,WEST BURNSIDE AVENUE,10453.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,4,1
50107842,2024-04-22,JING WAH,Queens,LIBERTY AVENUE,11417.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50108282,2023-09-27,NEW SONG'S DUMPLING CAFE,Queens,METROPOLITAN AVENUE,11375.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,4,1
50108380,2025-06-30,REN'S GREAT WALL RESTAURANT,Queens,HILLSIDE AVENUE,11004.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50108605,2023-08-03,MALA PROJECT,Manhattan,EAST   53 STREET,10022.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,2
50108779,2025-03-04,KITCHEN PARADISE,Manhattan,WEST   48 STREET,10036.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50108836,2024-03-04,CHINA KING,Brooklyn,NEW UTRECHT AVENUE,11219.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50108886,2024-03-06,FU WING CHINESE FOOD,Manhattan,EAST  106 STREET,10029.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50108966,2023-10-25,TENG DRAGON,Manhattan,1 AVENUE,10035.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50108966,2025-06-26,TENG DRAGON,Manhattan,1 AVENUE,10035.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50108966,2026-06-29,TENG DRAGON,Manhattan,1 AVENUE,10035.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50108986,2026-01-05,ASIA KITCHEN,Queens,BRITTON AVENUE,11373.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50109337,2024-08-29,NEW PIONEER CHINESE RESTAURANT,Bronx,WEST  231 STREET,10463.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50109337,2025-11-17,NEW PIONEER CHINESE RESTAURANT,Bronx,WEST  231 STREET,10463.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50109446,2024-04-15,SEAFOOD HIBACHI,Staten Island,BAY STREET,10301.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,2
50109741,2023-02-28,MALA TOWN,Brooklyn,60 STREET,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50109741,2024-07-31,MALA TOWN,Brooklyn,60 STREET,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50110384,2025-09-25,ER HOU ROAST CHICKEN TAKEOUT,Queens,UNION STREET,11354.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50111282,2026-03-19,ORIENTAL CHINESE FOOD TAKEOUT,Manhattan,BROADWAY,10032.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50111665,2024-03-15,BONNIE'S,Brooklyn,MANHATTAN AVENUE,11211.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,2,2
50111665,2025-09-24,BONNIE'S,Brooklyn,MANHATTAN AVENUE,11211.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50111711,2024-11-14,JUNE'S BAKERY & CAFE,Brooklyn,AVENUE U,11229.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50111711,2025-04-28,JUNE'S BAKERY & CAFE,Brooklyn,AVENUE U,11229.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,4,1
50111784,2025-09-16,NAN HAI YU CUN,Brooklyn,7 AVENUE,11220.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50111956,2024-04-08,HAPPY GARDEN,Queens,BELL BOULEVARD,11361.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50112851,2023-09-21,CHA KEE,Manhattan,MOTT STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50112960,2024-11-19,CAFE CHINA,Manhattan,WEST   37 STREET,10018.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50113195,2023-03-14,GREAT WALL,Manhattan,WEST  181 STREET,10033.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50113195,2025-04-15,GREAT WALL,Manhattan,WEST  181 STREET,10033.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50113423,2024-12-16,HAPPY GARDEN,Brooklyn,GRAHAM AVENUE,11206.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50113648,2022-09-13,FENG SHUN CHANGE 1979,Manhattan,WEST  111 STREET,10026.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,3,1
50114127,2026-02-26,JING FONG RESTAURANT,Manhattan,CENTRE STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50114388,2023-02-01,YUKI SUSHI,Manhattan,ALLEN STREET,10002.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50114570,2026-02-04,NEW JADE GARDEN,Queens,HILLSIDE AVENUE,11432.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,2
50114671,2023-12-22,EIGHT JANE FOOD,Queens,MAIN STREET,11354.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50114708,2026-04-29,HOUSE OF JOY,Manhattan,PELL STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50114767,2025-08-22,PANDA GARDEN,Queens,NORTHERN BOULEVARD,11361.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50114944,2022-01-13,LADY CHOW KITCHEN,Manhattan,HESTER STREET,10013.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,2,2
50115319,2024-12-17,GAO'S CRAB & KABOB,Queens,ROOSEVELT AVENUE,11354.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50115495,2023-07-19,GOLDEN CITY RESTAURANT GAO,Bronx,SOUNDVIEW AVENUE,10473.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50115748,2024-03-29,AWESUM DIMSUM TIME SQUARE,Manhattan,8 AVENUE,10018.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50115905,2023-06-13,JIANG KITCHEN,Manhattan,SAINT MARKS PLACE,10003.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50115912,2025-06-05,NEW COTTAGE,Manhattan,BROADWAY,10024.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50117038,2024-02-20,CHINA GARDEN CHINESE RESTAURANT,Brooklyn,UTICA AVENUE,11213.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50117237,2022-12-12,YU NI XIANG YUE,Queens,37 AVENUE,11354.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,2,2
50117344,2024-09-19,PANDA KING,Queens,HEMPSTEAD AVENUE,11429.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50117963,2022-09-14,FOUR FOUR SOUTH VILLAGE,Manhattan,WEST   46 STREET,10036.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,2,1
50117963,2024-02-12,FOUR FOUR SOUTH VILLAGE,Manhattan,WEST   46 STREET,10036.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50117963,2025-07-24,FOUR FOUR SOUTH VILLAGE,Manhattan,WEST   46 STREET,10036.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50118161,2023-10-16,NEW CHINA HOUSE,Queens,ATLANTIC AVENUE,11416.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,4,1
50118227,2023-05-04,YAN WO DOU BUN,Manhattan,MOTT STREET,10013.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50118379,2025-01-02,GOLDEN DRAGON,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50118593,2026-06-12,DIM SUM SAM,Manhattan,EAST   23 STREET,10010.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50118644,2024-03-14,EMPEROR DUMPLING,Manhattan,6 AVENUE,10001.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,4,1
50118688,2024-12-04,RED BOWL,Brooklyn,3 AVENUE,11209.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50119022,2025-12-11,MR. CHEN,Queens,MYRTLE AVENUE,11385.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50119198,2023-07-11,LUCKY ZHANG'S,Brooklyn,8 AVENUE,11220.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50119464,2024-04-23,HONG KONG SARIKU SUSHI,Manhattan,LEXINGTON AVENUE,10016.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50119464,2025-10-02,HONG KONG SARIKU SUSHI,Manhattan,LEXINGTON AVENUE,10016.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50119703,2022-09-28,GOLDEN FOUNTAIN CHINESE KITCHEN,Queens,METROPOLITAN AVENUE,11418.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,3,1
50119707,2023-01-12,DOUBLE HAPPY KITCHEN,Queens,JAMAICA AVENUE,11421.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50120405,2025-03-04,PANDA EXPRESS,Bronx,WHITE PLAINS ROAD,10462.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50120568,2023-06-02,ZHENG JIN JI,Brooklyn,8 AVENUE,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50120568,2024-11-26,ZHENG JIN JI,Brooklyn,8 AVENUE,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50120723,2025-09-19,NATURAL RESTAURANT,Brooklyn,SAINT JOHNS PLACE,11213.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50121502,2024-04-15,XING SHENG,Bronx,FEATHERBED LANE,10452.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50122495,2026-03-04,YUMMY A Chinese restaurant,Queens,ROCKAWAY BOULEVARD,11434.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50122786,2024-11-13,BROOKLYN DIM SUM CO.,Queens,SKILLMAN AVENUE,11104.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,2
50123083,2024-10-17,CITY ISLAND CHINESE RESTAURANT,Bronx,CITY ISLAND AVENUE,10464.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50123136,2023-03-29,MING STAR,Queens,NORTHERN BOULEVARD,11372.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,2,2
50123473,2026-03-14,LAO JIU GUAN,Brooklyn,7 AVENUE,11220.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50123506,2023-08-23,DIMSUM GARDEN,Manhattan,LEXINGTON AVENUE,10016.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,1
50123506,2025-07-31,DIMSUM GARDEN,Manhattan,LEXINGTON AVENUE,10016.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50124404,2023-06-28,NEW ASIAN CUISINE,Queens,48 AVENUE,11377.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,1
50124404,2025-09-08,NEW ASIAN CUISINE,Queens,48 AVENUE,11377.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50124488,2024-12-30,NAN XIANG XIAO LONG BAO,Manhattan,WEST   33 STREET,10001.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50124544,2024-07-18,LION'S GATE GRILL,Manhattan,S 8TH AVE,,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50124605,2023-03-21,CHEF TAN,Manhattan,SAINT MARKS PLACE,10003.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,2
50124632,2024-08-19,KAI FENG FU DUMPLING HOUSE,Brooklyn,8TH AVE,11220.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50124632,2026-01-06,KAI FENG FU DUMPLING HOUSE,Brooklyn,8TH AVE,11220.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50124674,2023-11-13,KAM SING ONE,Brooklyn,AVENUE H,11230.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50124777,2025-03-18,HAPPY TOWN CHINESE RESTAURANT,Queens,COLLEGE POINT BOULEVARD,11356.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50125305,2025-10-15,JIBEICHUAN FISH MAW RICE NOODLES,Queens,PRINCE STREET,11354.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50125543,2025-10-06,HUA YI JIA,Brooklyn,7 AVENUE,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50125649,2023-08-11,HANG LEE RESTAURANT,Manhattan,WEST  204 STREET,10034.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,2,2
50125742,2023-01-25,GOLDEN CITY CHINESE RESTAURANT,Manhattan,AMSTERDAM AVENUE,10033.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,2,2
50125757,2026-01-07,CROWN PALACE,Staten Island,FOREST AVENUE,10302.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50125811,2024-05-28,NEW HOUSE GARDEN KITCHEN,Brooklyn,AVENUE X,11235.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50126377,2023-09-05,P.F. CHANG'S CHINA BISTRO,Manhattan,UNIVERSITY PLACE,10003.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,3,1
50127067,2023-08-30,DOUBLE DRAGON CHINESE RESTAURANT,Bronx,JEROME AVENUE,10468.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,1
50127068,2023-04-03,HE XIN,Brooklyn,56 STREET,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50127105,2023-09-07,CHEF HUANG,Manhattan,2 AVENUE,10016.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,2,1
50127730,2023-04-02,3 TIMES,Brooklyn,GRAND STREET,11211.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,1
50127815,2025-01-16,MOGAO (Bank of China),Manhattan,6 AVENUE,10018.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50128093,2024-08-19,EASTERN CHINESE RESTAURANT,Queens,PARSONS BOULEVARD,11365.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50128134,2025-12-11,PETITE DUMPLING,Manhattan,5 AVENUE,10001.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50128208,2026-06-22,HO LEE,Manhattan,7 AVENUE,10030.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,4,1
50128237,2024-04-08,GOLDEN PALACE,Brooklyn,86 STREET,11214.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50128257,2025-04-01,HENG CHENG,Brooklyn,ROCKAWAY PARKWAY,11236.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,4,1
50128269,2025-02-11,LCZAW RESTAURANT,Brooklyn,8 AVENUE,11220.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,2
50128465,2025-10-02,NEW SKY DRAGON RESTAURANT,Manhattan,2 AVENUE,10029.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50128628,2025-02-05,SWEET RICE,Queens,MYRTLE AVENUE,11385.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50128674,2026-01-13,TASTE GOOD,Brooklyn,8 AVENUE,11228.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50128675,2022-11-22,NOM WAH RESTAURANT,Manhattan,DOYERS STREET,10013.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,1
50128693,2023-10-16,HIBACHI GRILL CONCOURSE,Bronx,EAST  161 STREET,10451.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,2,2
50129367,2024-07-01,NEW EVERYBODY KITCHEN,Staten Island,MIDLAND AVENUE,10306.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50129626,2023-08-31,UNCLE TED'S,Manhattan,EAST    8 STREET,10003.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,2,1
50129719,2025-07-16,China Wok,Bronx,WILLIAMSBRIDGE ROAD,10461.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50129803,2026-05-14,SUPER GOLDEN CHOPSTICKS,Manhattan,PEARL STREET,10004.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50130004,2023-04-06,YUNNAN RICE NOODLE HOUSE,Brooklyn,61 STREET,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50130249,2023-11-21,HAPPY SALAD,Brooklyn,86 STREET,11214.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50130699,2023-01-17,KAM FUNG CHINESE RESTAURANT,Brooklyn,AVENUE N,11234.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,3,1
50130883,2024-05-10,BIG WONG,Brooklyn,NORTH    5 STREET,11249.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50131039,2026-02-19,WING LUCK,Brooklyn,LIVONIA AVENUE,11212.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50131100,2024-06-04,CHINA SING,Queens,SUTPHIN BOULEVARD,11435.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,4,1
50131182,2023-07-10,XI'AN FAMOUS FOODS,Brooklyn,NORTH    8 STREET,11211.0,Chinese,12.0,A,Pre-permit (Operational) / Initial Inspection,3,1
50131182,2026-01-27,XI'AN FAMOUS FOODS,Brooklyn,NORTH    8 STREET,11211.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50131195,2024-12-04,YUMMY YUMMY,Brooklyn,4 AVENUE,11232.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50131195,2026-06-22,YUMMY YUMMY,Brooklyn,4 AVENUE,11232.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50131346,2023-10-05,ZHONG YUE,Queens,JUSTICE AVENUE,11373.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,2,1
50131502,2025-07-22,GREENLEAF,Queens,METROPOLITAN AVENUE,11379.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,1
50131642,2026-06-13,JI BEI CHUAN,Brooklyn,8 AVENUE,11220.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,4,2
50131812,2024-10-30,MANGO MANGO,Queens,BELL BOULEVARD,11361.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,1
50131829,2025-10-02,WEST RICE ROLL KING,Manhattan,HESTER ST,10002.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50132037,2025-12-18,THE CORNER CHINESE RESTAURANT,Manhattan,9 AVENUE,10036.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,3,1
50132244,2024-05-06,HI TEA,Queens,SPRINGFIELD BOULEVARD,11364.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50132244,2025-06-27,HI TEA,Queens,SPRINGFIELD BOULEVARD,11364.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,1
50132315,2025-11-25,CHINA EXPRESS,Brooklyn,AVENUE D,11203.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,4,1
50132497,2025-10-31,HAPPY CORNER 13,Queens,HORACE HARDING EXPRESSWAY,11364.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50132555,2025-02-20,DUN HUANG,Brooklyn,20 AVENUE,11214.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50132713,2024-01-25,KEILLY,Queens,UTOPIA PARKWAY,11357.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50132713,2025-06-02,KEILLY,Queens,UTOPIA PARKWAY,11357.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,2,2
50132759,2025-05-21,OH! DUMPLINGS,Brooklyn,FRANKLIN STREET,11222.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,3,2
50133085,2023-06-07,ORCHID TEA CAFE,Brooklyn,8 AVENUE,11220.0,Chinese,12.0,A,Pre-permit (Operational) / Re-inspection,2,1
50133152,2025-04-30,FOOD BO GARDEN,Bronx,EAST  163 STREET,10459.0,Chinese,12.0,A,Cycle Inspection / Re-inspection,2,2
50133155,2024-10-02,LEE CHINESE RESTAURANT,Brooklyn,LINDEN BOULEVARD,11207.0,Chinese,12.0,A,Cycle Inspection / Initial Inspection,4,1
